filename,mfcc1_delta,mfcc2_delta,mfcc3_delta,mfcc4_delta,mfcc5_delta,mfcc6_delta,mfcc7_delta,mfcc8_delta,mfcc9_delta,mfcc10_delta,mfcc11_delta,mfcc12_delta,mfcc13_delta,mfcc14_delta,mfcc15_delta,mfcc16_delta,mfcc17_delta,mfcc18_delta,mfcc19_delta,mfcc20_delta,genre
pop.00012.au,0.05253417417407036,-0.006749698426574469,-0.009380820207297802,-0.00933318492025137,-0.010732736438512802,0.0059187086299061775,0.018336648121476173,-0.002082803985103965,-0.009465841576457024,-0.014903353527188301,0.0035278662107884884,-0.0005419388762675226,-0.006870027631521225,0.003795623779296875,0.004277319647371769,0.003953222185373306,0.012127535417675972,0.006585941184312105,0.0066347867250442505,-0.007396125700324774,pop
pop.00043.au,0.00021293858299031854,0.017366750165820122,-0.030909672379493713,0.025749053806066513,0.01859619840979576,-0.01748097501695156,-0.022177841514348984,-0.006483880337327719,-0.003956946544349194,0.005827274639159441,-0.0026505538262426853,-0.00724966824054718,-0.01596159115433693,-0.010049852542579174,0.0002416181523585692,0.009976537898182869,0.007886013016104698,0.0007251774659380317,-0.0033678263425827026,-0.010268169455230236,pop
pop.00084.au,-0.1969824880361557,0.05526532605290413,-0.06016240268945694,-0.018625661730766296,-0.004999976605176926,-0.02850121445953846,-0.01771935075521469,-0.020182786509394646,0.015681836754083633,-0.009022182784974575,-0.022612128406763077,-0.02156493440270424,0.011117495596408844,0.00612435769289732,-0.020810797810554504,-0.012660287320613861,0.005038457922637463,-0.005376751068979502,-0.006343240384012461,0.014386769384145737,pop
pop.00077.au,0.14786021411418915,0.04360245540738106,-0.04382740706205368,-0.00038632587529718876,0.010314165614545345,0.001918602385558188,0.0013711225474253297,0.015178488567471504,0.015110579319298267,0.004454996902495623,-0.007513612508773804,0.010448845103383064,0.01699277013540268,0.01029480341821909,0.01723131537437439,0.011654019355773926,-0.011522699147462845,-0.0158243291079998,0.004936563316732645,0.02115803025662899,pop
pop.00026.au,0.12565751373767853,0.048093538731336594,-0.03236871957778931,0.008611330762505531,-0.015364635735750198,0.016983607783913612,0.0190145131200552,0.0017783193616196513,0.018719233572483063,0.033608634024858475,0.012841645628213882,-0.0023060007952153683,0.0021577621810138226,0.01296700444072485,0.020651299506425858,0.00680247787386179,-0.0009085927158594131,-0.0009546877117827535,-0.0002511294442228973,-0.003366096643730998,pop
pop.00036.au,0.0468311607837677,-0.015763867646455765,-0.02632155641913414,-0.029001841321587563,-0.008311877027153969,0.014552486129105091,0.006539631634950638,0.0025448817759752274,-0.005438782274723053,0.0027020086999982595,0.0014403908280655742,-0.011994237080216408,-0.015248041599988937,0.0034060669131577015,0.001057030283845961,0.000967901258263737,-0.00020844163373112679,0.01087331771850586,0.0030069630593061447,-0.008638343773782253,pop
pop.00067.au,-0.05626508593559265,-0.025421062484383583,-0.04213542863726616,-0.026061223819851875,-0.027242662385106087,-0.016302473843097687,-0.015188838355243206,-0.03089847043156624,-0.00887808296829462,0.0008040757966227829,-0.015937156975269318,0.02544771507382393,0.03438765928149223,0.01977328397333622,-0.013595914468169212,-0.020808158442378044,-0.006138829048722982,0.014690092764794827,0.006707359105348587,-0.007390420418232679,pop
pop.00094.au,0.06700773537158966,-0.008723163977265358,0.016068123281002045,-0.006540409289300442,-0.0046617030166089535,0.023689385503530502,0.006872594356536865,0.036165472120046616,-0.020383847877383232,0.010766693390905857,0.01719713769853115,-0.00563630647957325,-0.005377632100135088,0.021631207317113876,0.021906143054366112,0.013672339729964733,0.01555818971246481,0.009026968851685524,-0.01539592631161213,-0.0043328264728188515,pop
pop.00053.au,-0.09916963428258896,-0.00040213929605670273,0.0656655803322792,0.0011204293696209788,0.015262909233570099,-0.006777934264391661,0.01939339190721512,0.024262376129627228,-0.03888512775301933,-0.01651511900126934,-0.0030724334064871073,0.006630394607782364,-0.004618008155375719,-0.013481504283845425,0.0047950162552297115,-0.0004142169782426208,-0.002869370626285672,-0.003912701271474361,-0.000475640466902405,-0.004595858510583639,pop
pop.00002.au,0.026998931542038918,0.0031917747110128403,-0.015333944000303745,-0.01111777126789093,-0.0269476231187582,0.0053861490450799465,-0.012661480344831944,-0.008526038378477097,-0.009761687368154526,-0.004345027729868889,-0.009370950981974602,-0.01279373187571764,-0.004604758694767952,0.0015273732133209705,0.00922407303005457,-0.0017919822130352259,0.0003510004607960582,-0.011444072239100933,-0.00812838040292263,-0.0020647787023335695,pop
pop.00013.au,0.10080050677061081,0.007921711541712284,-0.019947512075304985,-0.01304887980222702,-0.023214852437376976,0.016900699585676193,0.011425215750932693,-0.010289163328707218,-0.005688787437975407,-0.008776932023465633,-0.00021603083587251604,0.0039227609522640705,0.0030697204638272524,-0.008573741652071476,-0.015033290721476078,-0.017660629004240036,-0.01012298371642828,-0.018314043059945107,-0.009582603350281715,0.010214400477707386,pop
pop.00042.au,0.02032608538866043,0.1079903319478035,-0.050713665783405304,-0.024133704602718353,0.002124977298080921,0.011520707979798317,0.019919993355870247,0.00858848076313734,0.010226117447018623,0.018871285021305084,0.006158681586384773,0.008102857507765293,0.01469381246715784,0.016677508130669594,0.022508135065436363,-0.0025118121411651373,-0.010833621956408024,-0.005406301002949476,0.0008385806577280164,-0.0059992107562720776,pop
pop.00085.au,0.0942763239145279,0.0259086973965168,-0.025774409994482994,-0.0033265051897615194,0.03455296903848648,-0.02423194795846939,0.0069619095884263515,0.00018555272254161537,0.0063620260916650295,-0.008238282985985279,0.009886548854410648,-0.0010537257185205817,0.0036810918245464563,4.4732711103279144e-05,0.008563260547816753,0.018028484657406807,-0.007363713812083006,-0.0026468783617019653,-0.004325999412685633,0.002354508964344859,pop
pop.00076.au,-0.028703056275844574,0.032582640647888184,0.03496026620268822,-0.047495532780885696,-0.013302424922585487,-0.026546891778707504,-0.0034557234030216932,0.0007564791012555361,0.005920544266700745,-0.0005695906584151089,0.010967959649860859,0.00804225541651249,0.006126100663095713,0.0007631356711499393,-0.004136527888476849,0.0021256597246974707,0.007429894991219044,0.0056601655669510365,0.001383794005960226,0.003569483757019043,pop
pop.00027.au,0.15093500912189484,-0.03820672258734703,0.0027328087016940117,-0.025821316987276077,-0.012889912351965904,-0.007488840259611607,0.010006170719861984,0.028427958488464355,0.0028149005956947803,0.02216329053044319,0.010791677050292492,0.017648518085479736,0.014153932221233845,0.00840291939675808,-0.007661810610443354,0.008526536636054516,0.01022410299628973,0.005599150434136391,-0.010091000236570835,0.0037500786129385233,pop
pop.00037.au,-0.033241674304008484,-0.07614891976118088,0.06867897510528564,0.01610218547284603,0.019779272377490997,0.024869224056601524,0.009826126508414745,0.001989031210541725,0.004660827573388815,-0.003053508698940277,0.009121567942202091,0.0028232811018824577,0.0003551352710928768,0.005872777197510004,0.01055094227194786,0.007103302516043186,0.011769924312829971,-0.000723435718100518,-0.00391296437010169,0.003937912173569202,pop
pop.00066.au,0.11811883002519608,-0.029665015637874603,0.004169902298599482,-0.013296589255332947,-0.014012952335178852,-0.006004606373608112,0.013592774979770184,0.023014945909380913,-0.0009016869007609785,-0.017251068726181984,-0.009076772257685661,-0.017265571281313896,-0.00982803013175726,-0.008043354377150536,-0.004864802584052086,0.0021192573476582766,0.006837259046733379,-0.0006190721760503948,-0.005847854074090719,-0.004739171825349331,pop
pop.00095.au,-0.040535297244787216,-0.041493531316518784,0.02042297087609768,0.00514878798276186,-0.0011156218824908137,0.006334048230201006,-0.005899552255868912,0.0018610135884955525,-0.004743447061628103,-0.007302462123334408,-0.0028773252852261066,0.003234256524592638,-0.005424352362751961,-0.001210279413498938,-0.002660427475348115,0.0008816210320219398,0.0013635208597406745,-0.009127795696258545,-0.000720163865480572,-0.0037298209499567747,pop
pop.00052.au,0.0566992424428463,-0.026255855336785316,-0.014624115079641342,-0.02029092237353325,0.00348849780857563,-0.01882106065750122,-0.013247480615973473,-0.002134217182174325,0.004249093122780323,-0.014058079570531845,0.026810631155967712,0.009069235064089298,-0.004370902664959431,-0.005490030627697706,-0.017164425924420357,0.0035327039659023285,-0.00783283356577158,-0.008956295438110828,0.022716278210282326,0.01548265665769577,pop
pop.00003.au,0.04705645143985748,0.001550684799440205,-0.01595461368560791,0.02945791184902191,-0.031026756390929222,0.023073682561516762,0.01809985563158989,0.02282017655670643,0.002460273215547204,0.011981695890426636,0.008013114333152771,-0.0133269764482975,0.007437698543071747,-0.004453989677131176,-0.00023848883574828506,0.012335746549069881,-0.013490908779203892,0.009606583043932915,0.010948781855404377,0.003046186175197363,pop
pop.00081.au,-0.08204635232686996,0.022345032542943954,0.032015252858400345,0.01713482290506363,0.006220423150807619,0.014376848004758358,0.013420959003269672,0.013749374076724052,-0.0029954828787595034,-0.0072885011322796345,-0.004256460815668106,-0.0021346237044781446,-0.006827411241829395,-0.0008093648939393461,0.00503977807238698,0.005107351578772068,-0.004435774404555559,0.004210930783301592,-0.006218401249498129,-0.0046813953667879105,pop
pop.00023.au,0.11119677871465683,0.06120966002345085,-0.05733046308159828,0.0028767080511897802,-0.02313327044248581,0.0016353544779121876,0.0006017677369527519,0.006907270755618811,0.00565094780176878,-0.014829362742602825,0.0003482312604319304,-0.010396437719464302,-0.016079192981123924,-0.015091296285390854,0.0046307058073580265,0.007953365333378315,0.009963012300431728,0.002434746129438281,-0.007847431115806103,0.01035647839307785,pop
pop.00072.au,-0.12188775092363358,0.011297117918729782,-0.00800971407443285,-0.0019549394492059946,-0.007357385009527206,0.01723809726536274,-0.015076803043484688,0.00038546661380678415,-0.007301964797079563,-0.01433841697871685,-0.004370610695332289,0.011256287805736065,0.009173196740448475,-0.01337034534662962,-0.015389102511107922,-0.0005158869316801429,-0.005149313248693943,0.0013749226927757263,0.011485278606414795,-0.002005199436098337,pop
pop.00046.au,0.09855780750513077,-0.01854766719043255,-0.06033795326948166,0.018114760518074036,0.011137641035020351,0.009117541834712029,0.005735544953495264,0.001204342464916408,-0.00016633023915346712,0.015316077508032322,0.0016114115715026855,0.009488352574408054,0.00560010364279151,0.004851164761930704,0.005984719377011061,0.019154660403728485,0.014186612330377102,0.03605768829584122,0.008214033208787441,0.0011601754231378436,pop
pop.00017.au,0.004117961041629314,0.051483768969774246,-0.0035685948096215725,-0.005392303224653006,8.885323768481612e-05,0.0037385057657957077,-0.002779232570901513,-0.016579926013946533,-0.014430408366024494,-0.003934155683964491,-0.008003437891602516,0.0005258547607809305,0.008345662616193295,0.0010028744582086802,-0.0020356785971671343,-0.010290920734405518,-0.005805253516882658,-0.011144008487462997,-0.009405365213751793,0.0007267787586897612,pop
pop.00007.au,0.04662778973579407,0.0658804327249527,0.0034727524034678936,0.02144288271665573,-0.0030750753358006477,0.03057372197508812,0.007655988447368145,0.025111623108386993,0.007886633276939392,0.016031591221690178,0.000333526375470683,0.005136262625455856,-0.009665366262197495,-0.017537124454975128,-0.016009360551834106,-0.023143986240029335,-0.03233649581670761,-0.007732903119176626,-0.009086718782782555,0.005642418283969164,pop
pop.00056.au,0.010237080976366997,-0.041248805820941925,-0.01175206433981657,-0.00937641877681017,0.005050961393862963,-0.021137788891792297,0.004349755123257637,-0.007408502046018839,0.003984004259109497,-0.010845468379557133,0.0012900352012366056,0.006997951306402683,0.00987057201564312,-0.0008606375777162611,-0.000805199088063091,-0.0004302030138205737,-0.004663866478949785,0.008411931805312634,0.0059972843155264854,0.009926605969667435,pop
pop.00062.au,-0.0327102355659008,0.01757383905351162,0.01512559037655592,0.029206454753875732,-0.018474631011486053,-0.00991988554596901,-0.013940791599452496,-0.009642384946346283,-0.009405871853232384,0.014345464296638966,0.01258762925863266,0.0016921251080930233,0.009637079201638699,0.015440224669873714,0.010674482211470604,-0.003531570313498378,-0.0014813498128205538,0.001619877410121262,-0.012491432949900627,-0.014910830184817314,pop
pop.00033.au,0.02253032475709915,0.001314220717176795,0.016010021790862083,0.017469307407736778,0.013416735455393791,-0.007020391058176756,0.004732373170554638,0.013059371151030064,0.008731801062822342,-0.0038619786500930786,0.006969105452299118,0.008678463287651539,0.00022340539726428688,-0.00402129115536809,0.000536228995770216,0.004889064002782106,0.005079921334981918,0.01097053661942482,0.01907348819077015,0.02064710669219494,pop
pop.00091.au,0.0459119938313961,0.026268979534506798,-0.08469771593809128,-0.021943476051092148,0.0005364561802707613,0.031071415171027184,-0.004925448447465897,0.001420351443812251,0.0015211865538731217,0.0033167549408972263,-0.009321581572294235,-0.002875371603295207,-0.0018522009486332536,-0.007885226048529148,-0.011635519564151764,-0.009613105095922947,0.002824526745826006,0.0015411819331347942,0.004437385592609644,0.005547855980694294,pop
pop.00028.au,0.0802616998553276,-0.009676500223577023,-0.011971499770879745,-0.015113715082406998,0.029211072251200676,0.01196987833827734,-0.014383512549102306,-0.022242730483412743,0.0011957696406170726,-0.013643558137118816,0.0016353331739082932,-0.01094377413392067,0.006941205821931362,0.0005417354987002909,-0.00302237831056118,0.0015468088677152991,0.0013912080321460962,-0.012865830212831497,-0.009269656613469124,-0.0024325326085090637,pop
pop.00079.au,-0.07770434767007828,0.03928914666175842,-0.021287335082888603,-0.008782511577010155,-0.01920512691140175,0.0036983881145715714,0.0016788931097835302,-0.0005339772324077785,-0.007791270036250353,-0.00244338670745492,0.0057689836248755455,-0.021643852815032005,-0.014810808934271336,0.0033422589767724276,-0.0011691494146361947,0.002130151493474841,-0.009620476514101028,0.002049424685537815,-0.008417420089244843,0.002330798888579011,pop
pop.00069.au,-0.08810778707265854,-0.008694236166775227,0.030725035816431046,0.018861031159758568,0.00835889670997858,-0.00569146778434515,0.01890038512647152,0.0008289598044939339,-0.0008042225381359458,0.004709125030785799,-0.0016231138724833727,-0.0017290255054831505,0.0025675399228930473,0.0003868475032504648,0.00332456873729825,-0.0007880807388573885,0.0004576047358568758,0.004085656721144915,0.004090389236807823,0.010521124117076397,pop
pop.00038.au,0.07945496588945389,-0.018776696175336838,-0.07758048921823502,-0.027512555941939354,-0.03833252564072609,-0.03345446288585663,-0.007780910935252905,-0.0036009531468153,-0.0243229903280735,-0.021438689902424812,-0.0060852086171507835,-0.007768673822283745,-0.01092209666967392,-0.004694756120443344,0.005794858559966087,0.0075156292878091335,0.009540915489196777,0.013929203152656555,0.0105021046474576,0.004449897445738316,pop
pop.00018.au,0.11959764361381531,-0.045354213565588,-0.01872611790895462,0.05289090424776077,-0.00459822965785861,-0.00559823215007782,-0.004283369518816471,0.02514433115720749,0.00010036076128017157,-0.015448181889951229,0.0041505987755954266,0.013077239505946636,-0.0010144214611500502,-0.0052839238196611404,0.010231905616819859,0.020033542066812515,0.020161131396889687,0.015099289827048779,0.012587825767695904,-0.0010286126052960753,pop
pop.00049.au,0.009897549636662006,-0.024271078407764435,-0.026112599298357964,0.02270566299557686,0.0009645622922107577,-0.005574735347181559,0.017624765634536743,-0.01018067728728056,0.03207583352923393,0.010080964304506779,-0.02007376030087471,0.01983216218650341,-0.0008108046022243798,0.013491391204297543,0.001248935703188181,0.009055284783244133,0.0004938528290949762,0.008106590248644352,-0.00414092605933547,0.013538217172026634,pop
pop.00059.au,-0.02281976118683815,-0.04378429427742958,-0.0010862003546208143,-0.01371772214770317,0.008900091052055359,-0.01998794637620449,-0.005312972702085972,-0.0060372017323970795,0.0062662833370268345,-0.006670655217021704,0.006001535803079605,0.0020353563595563173,0.003230832517147064,-0.0027658280450850725,-0.004473304841667414,0.004643120802938938,-0.0026554055511951447,0.004967123735696077,0.0065638963133096695,0.012526655569672585,pop
pop.00008.au,0.08747068047523499,-0.011066537350416183,-0.05506151169538498,0.012944946065545082,0.004558785818517208,-0.005627599079161882,0.020000791177153587,0.01256643608212471,0.009785902686417103,-0.005749527830630541,-0.016304416581988335,0.0013596481876447797,0.0031478649470955133,-4.021031782031059e-05,0.01115033682435751,0.008909613825380802,-0.0019479022594168782,-0.013632099144160748,0.002716745249927044,-0.004568467382341623,pop
pop.00019.au,0.02347291074693203,-0.004198369570076466,-0.026888255029916763,-0.036671578884124756,-0.020539984107017517,0.011304059065878391,-0.0008087033056654036,-0.007153148762881756,-0.015151464380323887,0.0067196497693657875,0.011200741864740849,-0.012740584090352058,-0.018392249941825867,-0.007495934143662453,-0.0028646981809288263,0.005987841635942459,0.004494641441851854,-0.0032386831007897854,0.0013482513604685664,-0.0009137951419688761,pop
pop.00048.au,0.05286776274442673,-0.014440304599702358,0.02732514590024948,-0.012621802277863026,0.014230095781385899,0.005339184310287237,0.004926817957311869,-0.013899425975978374,-0.0037841384764760733,-0.016098229214549065,-0.013380924239754677,0.0036811865866184235,0.009746013209223747,0.0017715994035825133,-0.006884760223329067,-0.03309673070907593,-0.029913153499364853,-0.019220711663365364,-0.020860206335783005,0.00016642926493659616,pop
pop.00058.au,0.13469772040843964,0.11303500831127167,-0.014072173275053501,-0.03616613149642944,-0.0028743580915033817,0.00477778073400259,0.014025742188096046,0.009501172229647636,-0.008589210920035839,0.009208113886415958,0.005108625162392855,0.008738799020648003,0.016131652519106865,0.020194971933960915,0.01600930280983448,0.004891415126621723,0.009478743188083172,0.008230970241129398,0.004648765083402395,0.010316059924662113,pop
pop.00009.au,0.10033436119556427,0.008131113834679127,-0.043304506689310074,-0.008127771317958832,-0.005016767885535955,-0.04160577803850174,0.016580697149038315,0.005799589678645134,-0.008515706285834312,-0.015125772915780544,-0.0034263143315911293,-0.0007506648544222116,-0.005825448781251907,-0.017151707783341408,0.008146707899868488,-0.0026455032639205456,0.007085232064127922,0.023912126198410988,0.014149216935038567,-0.005721112713217735,pop
pop.00029.au,0.10197889059782028,0.0009126596851274371,0.010630689561367035,-0.005776716861873865,0.011733260937035084,-0.004813830368220806,0.0022362053859978914,0.0004904047236777842,0.0041394480504095554,0.005082807969301939,0.005987216252833605,-0.002672957256436348,0.006041999906301498,0.002354118973016739,0.00191013072617352,0.012696691788733006,0.00601261155679822,-0.0016892290441319346,0.006709608249366283,0.0065274955704808235,pop
pop.00078.au,0.07218639552593231,0.047998279333114624,0.014137846417725086,0.007357241120189428,-0.004339243285357952,0.010400749742984772,0.0440559908747673,1.6276631868095137e-05,0.014666873961687088,0.0060293362475931644,0.006258097011595964,0.020083662122488022,-0.0007831960101611912,0.0026966878212988377,0.010600796900689602,0.005069732666015625,0.0018764574779197574,0.017816739156842232,0.012719188816845417,0.003923121374100447,pop
pop.00068.au,-0.02478083409368992,0.06782113760709763,-0.025739556178450584,-0.04520682618021965,-0.01113180909305811,-0.03377725929021835,-0.0055965231731534,-0.013665031641721725,-0.010465632192790508,-0.018574146553874016,-0.019852900877594948,-0.015084583312273026,-0.015156320296227932,-0.028419435024261475,-0.0005432270700111985,-0.00034257007064297795,-0.0075675202533602715,-0.01170914527028799,0.00735428323969245,0.0042193131521344185,pop
pop.00039.au,0.06712613999843597,-0.01098612044006586,-0.03070194087922573,-0.01781521737575531,-0.001029127393849194,-0.0035235618706792593,0.01324035506695509,-0.0031931244302541018,0.006561146583408117,0.02266143262386322,-0.010579253546893597,-0.010899599641561508,0.006287990137934685,0.0008916109800338745,-0.0018370002508163452,0.004320722073316574,0.00019717382383532822,0.001395534141920507,0.002367695327848196,-0.0033758864738047123,pop
pop.00088.au,-0.015535005368292332,-0.08687297254800797,-0.0756833553314209,0.022310519590973854,-0.008531891740858555,-0.03702560067176819,0.0065333121456205845,-0.0040315366350114346,0.00585184944793582,-0.012394691817462444,-0.00287843425758183,-0.011952374130487442,-0.007312924601137638,-0.0026521687395870686,-0.014367228373885155,-0.002446383936330676,-0.018131302669644356,-0.014867947436869144,0.0167218130081892,0.01154175866395235,pop
pop.00098.au,-0.03497719764709473,0.01969311386346817,-0.005338227842003107,-0.008671305142343044,-0.011612196452915668,-4.3422791350167245e-05,0.012917785905301571,0.006364047061651945,-0.007930383086204529,-0.009689697995781898,-0.021493038162589073,0.013335148803889751,0.0125583466142416,-0.0006965713109821081,-0.01317612174898386,0.0034591781441122293,0.01253060344606638,0.021433688700199127,-0.004136159084737301,-0.009657289832830429,pop
pop.00089.au,0.01569107361137867,0.011098845861852169,0.07709132134914398,0.005037363152951002,-0.002556848805397749,0.003186556976288557,-0.0093243308365345,0.00033195019932463765,0.012697020545601845,0.0012184417573735118,-0.003616540925577283,0.015725906938314438,0.014848105609416962,0.007017230615019798,0.012304159812629223,0.016152385622262955,0.022952036932110786,0.008650795556604862,0.01994634047150612,0.007547281216830015,pop
pop.00099.au,-0.03470990061759949,0.03269911929965019,-0.01505299936980009,-0.01755637861788273,0.002491433173418045,-0.01778443343937397,0.020380062982439995,-0.017747726291418076,0.009487221948802471,0.007875417359173298,-0.0053143915720283985,0.010039136745035648,-0.006909312214702368,-0.006238012574613094,0.004682759754359722,-0.004489320330321789,-0.00845365785062313,-0.0009397180983796716,0.008397522382438183,0.0045434474013745785,pop
pop.00041.au,0.07793610543012619,0.016225874423980713,-0.00995756033807993,0.016730358824133873,0.011695942841470242,-0.0002779934729915112,-0.019289005547761917,0.013547149486839771,0.01716209203004837,0.02087802067399025,0.016390809789299965,-0.005721712484955788,0.008901020511984825,0.03136826306581497,0.0002927219611592591,-0.00052304205019027,-0.0029227552004158497,0.00404747948050499,0.010707797482609749,0.0007393225678242743,pop
pop.00010.au,-0.0389082171022892,0.054025448858737946,-0.014213712885975838,0.01781483180820942,-0.01345282793045044,0.0005753193399868906,0.012909281067550182,0.005494093056768179,-0.0026727921795099974,-0.011203072965145111,-0.006652497220784426,0.002728342078626156,-0.0015797308878973126,0.005517830606549978,-0.010781794786453247,0.0027668005786836147,0.012352017685770988,0.0031375722028315067,-0.010780079290270805,-0.0017756447196006775,pop
pop.00024.au,-0.14402207732200623,0.01563754491508007,-0.011172985658049583,-0.013041025027632713,-0.010509829968214035,-0.001965305069461465,0.010918471962213516,0.006321847904473543,0.012517799623310566,0.013885720632970333,0.006996799260377884,0.011542161926627159,0.007334062829613686,-0.004180236253887415,0.005165331065654755,0.0016638600500300527,0.007528461515903473,0.007280608639121056,0.01605881378054619,0.008857055567204952,pop
pop.00075.au,0.09506852924823761,0.011503929272294044,0.006969832349568605,-0.007226749788969755,0.007697421591728926,0.018437344580888748,-0.0022327550686895847,0.00194463855586946,0.002536486368626356,-0.00019293797959107906,-0.004262471105903387,-0.01620727963745594,-0.006406213156878948,-0.006317451596260071,-0.003592780325561762,-0.005407747812569141,0.006761699914932251,0.004498879425227642,0.005032233893871307,0.00911415833979845,pop
pop.00086.au,0.03494368493556976,-0.01538962870836258,0.0032871346920728683,-0.022794123739004135,0.0013826729264110327,-0.01024114340543747,-0.0038428737316280603,0.01205932255834341,0.000981035060249269,0.00876420084387064,0.007356175221502781,-0.013030707836151123,-0.005379476118832827,0.001219823257997632,-0.010252103209495544,-0.00912407785654068,-0.006017665844410658,0.004671494010835886,0.006291407160460949,0.0031745752785354853,pop
pop.00096.au,0.044661976397037506,0.001764661050401628,0.020157912746071815,-0.03167201206088066,0.011878281831741333,0.019263098016381264,-0.007545849774032831,-0.009896205738186836,-0.010090839117765427,0.012753232382237911,-0.017289133742451668,-0.0027091021183878183,0.008313914760947227,-0.0012134838616475463,0.01694696955382824,0.0037916689179837704,0.01623566634953022,-0.0014890359016135335,-0.037761084735393524,-0.006249012425541878,pop
