TSNE_1,TSNE_2,TSNE_3,genre
-10.984634,12.045481,-1.593306,8
34.411465,-15.603518,-14.2505045,5
23.336262,-0.8855092,12.288456,9
12.548607,1.8929561,-15.916311,6
8.477947,22.057505,-31.59231,7
10.853597,-10.004534,4.612858,2
21.500233,-25.789576,-15.769768,2
-1.6601392,-21.49648,-19.207108,4
-23.127834,-3.6081192,17.63171,2
18.371122,12.673019,-34.41461,8
-19.648579,-9.143506,7.0560493,7
-0.49399817,4.6214857,15.887494,3
13.2589855,6.7532644,37.97796,5
-27.634243,10.211781,15.530817,9
0.3156648,-5.149834,-12.31867,6
-10.573946,14.433553,5.0236135,8
-25.150856,-1.2509786,23.038626,5
7.5356717,-1.6727769,-3.3892279,6
18.787998,16.27156,12.184829,6
-2.983979,-20.533476,-10.047345,3
27.567024,-7.810275,5.9895854,6
-22.263128,14.188598,16.225996,1
-7.761125,9.565536,-18.552689,1
-3.0130668,15.443173,-34.48752,8
13.239745,-19.127453,-15.473546,5
34.671448,-2.3345885,-11.143255,9
-11.889107,-6.970751,9.695192,2
11.86726,22.484787,4.4370875,6
-26.023188,1.8087955,24.942158,0
-22.530012,15.952354,19.614569,6
-18.456753,-18.775042,0.037825026,4
-35.565346,-2.0820913,-18.242466,8
4.8437743,21.850672,19.537247,5
27.99642,-3.566509,-11.211871,6
8.21854,15.6782255,31.334213,6
-38.447876,6.059747,-5.8802605,0
1.661423,1.7386947,1.2094929,5
-20.127827,-12.185444,-22.152569,4
18.80392,-10.138442,22.44011,0
-9.949964,-22.565496,1.3835509,0
-14.4498,-0.67308325,-8.55956,8
-7.9529696,24.345089,18.311646,6
4.382788,-28.266245,-16.802858,7
-5.347813,-6.7540703,-35.914207,1
3.087091,4.5887256,-4.907275,6
-3.2932801,-33.17107,27.668802,7
-29.21362,12.45571,11.847642,8
10.618614,23.099392,14.796571,5
-12.592903,-19.306467,19.575354,7
10.8131895,22.910564,-26.04501,4
-19.631502,-17.540134,-11.63219,8
-25.802282,16.375557,-9.795241,6
16.134232,23.578579,-19.51755,0
-2.130534,-10.731347,-2.5235622,9
16.691933,9.06549,-3.5592594,6
13.331821,0.6383527,11.451118,4
25.979763,22.248747,-5.675108,2
-9.579401,23.89152,1.8522308,1
1.9884477,20.673481,-17.887377,7
-34.11954,4.8685203,-5.050195,5
-11.346715,31.04895,-11.3853655,4
-16.703386,-26.159176,16.89862,7
-4.985756,18.065031,0.08688181,7
-8.630385,-31.75085,22.845293,4
-10.252771,-4.916428,-35.62652,7
18.604895,3.367472,-21.663393,7
-13.881615,-23.589367,25.184822,0
-10.21415,17.522781,-16.468271,5
19.48706,10.555481,-26.038166,0
-16.25518,23.48049,9.743842,3
8.70533,-25.380156,25.87092,1
11.015599,26.89636,-8.30203,0
-13.233313,-12.103118,-6.909814,7
10.78809,2.0017054,-26.345318,0
20.715467,-18.311432,24.707947,0
-15.346431,35.795353,-2.462683,3
-8.543309,20.887184,5.647999,5
1.576945,-23.044891,-27.459078,9
-11.31616,-6.1715627,34.855915,5
-13.34004,-18.351059,16.675034,3
10.356714,28.871758,-6.310371,0
13.534928,3.8521361,-0.98270124,4
-6.8621383,-13.2641535,-21.650856,3
11.886495,-16.551188,29.608433,0
21.771872,-6.1190104,-1.07073,9
-5.1668553,6.8362265,-25.273466,1
13.609174,9.246672,36.42307,4
-4.7070265,-10.943077,-21.015816,4
-9.675932,-33.430244,5.965134,5
-25.98743,25.366777,5.270512,8
-22.425648,16.513672,-0.21573445,9
-13.877784,9.926494,5.6219754,8
-21.237827,-15.885595,-21.015282,4
1.4724591,-0.49589974,-21.11387,9
-40.537254,8.555036,-2.4266095,8
-19.03851,-2.5497503,-2.043585,4
-3.3054483,20.571266,-8.815924,9
-1.8642346,-14.597215,4.1582456,1
-5.257097,12.597507,28.691063,5
-29.70998,-1.7815498,7.628318,2
7.7974663,13.706652,-13.013957,9
7.762331,35.448097,12.428295,4
-1.8426256,-6.7428594,11.428881,6
38.973408,0.8072649,-2.3425488,4
-3.6602936,-10.570487,4.264049,1
-15.082503,4.22577,-0.08783522,1
35.192978,28.50448,-9.190471,1
4.1702924,-11.197281,-25.309898,2
13.772034,-20.017162,-2.4814377,5
-8.28014,27.929968,-1.0926661,6
-13.949915,-31.28105,18.23345,5
21.32524,14.2653475,-36.818245,8
-16.401447,-4.004409,20.315123,2
4.603414,-31.612165,1.0563966,5
-8.062294,5.793807,-19.120514,1
8.648049,-20.208,8.659989,3
4.6079454,29.022928,5.3533826,3
2.8288832,-28.517107,-0.3902002,9
-0.3331645,5.2592983,22.911615,6
-23.642454,-8.164872,5.6095963,0
-1.1835066,14.03536,-39.50902,6
5.6545997,-23.457067,6.952485,4
7.345879,-42.860374,2.1550434,7
13.741424,-12.300639,-3.9325552,5
-7.0228305,12.398155,-32.453167,3
-11.501919,5.5764594,-31.407398,8
6.183602,6.644179,-3.7793372,1
15.603444,-9.262681,20.102097,1
9.935382,15.960898,-30.664524,4
5.349562,20.081928,-15.944505,2
5.6172123,5.811803,19.244934,6
-32.095573,-13.836091,10.89568,2
1.0918554,-1.3792508,9.953348,4
20.696953,9.028956,16.23586,5
21.23834,10.034643,-32.371094,8
17.944744,20.526255,-10.628686,6
13.966743,20.184662,-7.5071855,5
-3.7231634,-31.41704,25.412252,3
23.38773,-25.1708,-8.438848,7
-5.077074,0.07991591,-22.521044,1
-4.13623,-0.65283144,30.047693,7
4.6781707,18.391405,29.300022,8
11.723656,3.7048724,9.496043,9
7.033587,15.977855,-14.305696,9
2.3294272,4.2045856,2.8278468,9
-14.533523,6.094781,-24.83004,8
-43.155407,10.228274,0.8077854,9
-25.901878,1.1264466,4.1982117,2
-23.16855,3.537848,-8.981624,9
-0.13690858,4.245845,30.794815,9
8.398197,28.011442,20.337482,7
25.794256,23.019104,-19.724072,7
-31.423166,7.310699,-6.371037,0
17.203959,-8.390385,-27.968721,9
-9.536593,15.813257,-29.907576,5
-1.1143488,-8.648068,0.48929846,2
19.390085,-8.816822,-24.397821,2
14.697077,-3.5899823,-13.219998,3
-3.9967172,23.76008,-29.354984,6
-13.733536,2.1332,20.963491,0
-2.9390445,3.8133552,-23.080124,6
1.3810637,11.911894,12.069663,1
-18.347242,-19.822628,-14.055577,6
15.699232,11.961878,-35.591793,5
-22.596582,19.2037,-11.307902,8
-17.944752,-5.0651526,11.90904,1
-19.591778,-2.003278,9.189446,3
0.27172711,-5.9436593,8.063211,6
-12.601634,-10.5902195,11.359297,3
25.968779,-24.902454,-5.980143,4
25.806206,-6.7035418,-19.12619,5
29.635977,17.668392,-33.588844,3
-14.976169,24.191267,-8.478033,7
0.06071203,0.54670095,19.349756,6
2.8006392,-27.862383,-5.086944,8
36.213745,-10.51642,-5.0159693,5
3.6586902,5.2485075,-21.74699,6
20.3007,8.481725,-22.590315,4
9.667288,-11.850824,39.163185,2
25.674498,2.0669599,-2.0041962,4
-4.557148,14.596083,-1.2664526,1
-12.407138,-6.0166273,-15.901492,4
4.85218,25.092249,-16.131563,6
-18.71729,9.988061,-10.371574,7
1.3267419,-21.864508,18.534317,4
10.495361,7.5808344,27.217558,0
-3.1306217,0.8471882,21.441046,4
23.22484,18.313833,-5.718093,6
26.303984,3.5231214,-22.305882,7
-34.72401,-3.77898,-4.6061363,5
-2.0889132,5.7194777,32.033413,9
-9.170588,-15.212398,-23.692436,5
-15.568138,15.364353,-14.679556,6
17.84213,-10.370605,-31.979738,4
-24.316149,11.222369,-2.309585,9
8.589352,13.82845,-1.7269591,5
-3.5001917,-2.4304662,-7.0320835,6
27.6673,-4.071793,-1.49152,1
-15.056454,-20.342882,13.21454,9
-1.6550177,12.474297,7.9229975,5
22.186546,-1.6874056,30.917336,6
-6.468778,-20.505053,-10.986953,1
5.8487782,19.015305,23.173964,2
-8.524125,-3.1687694,-39.61877,7
-2.747238,7.2770653,-8.890615,8
-33.373016,6.1726966,8.736638,9
23.920383,16.822721,-12.078463,8
-41.22622,7.56644,-11.050573,4
31.710419,-21.348236,-2.8191855,5
0.7809257,-22.498346,29.080378,4
17.113407,-20.84972,-5.5036387,4
3.8317528,15.606896,13.763278,9
2.5773325,-4.28204,4.8955207,6
11.416746,21.154661,-30.29672,7
-35.520977,-14.280678,10.878088,2
28.824732,-13.97258,-8.235341,7
-13.914737,-23.12666,20.867329,4
4.5424414,0.88172513,24.194885,7
-0.46075296,0.29358125,30.58524,9
-12.143094,-2.8741813,32.817158,4
-3.829856,8.09256,-36.205505,6
22.468857,-28.406162,-15.734754,4
17.595034,0.69506335,10.196447,6
23.88586,3.8720944,-15.60861,4
2.332102,-8.506162,-26.656664,0
21.86649,1.9405395,3.05677,5
22.012325,-14.688451,-20.454348,8
-5.7692437,-3.056518,4.874471,8
5.565381,-13.858036,-28.29989,0
30.758173,-14.503939,-11.697651,9
31.43517,-9.802849,-12.765457,2
17.62198,-11.525716,16.712328,0
18.66355,-21.87398,23.315641,0
7.030923,-21.844213,23.786089,8
-14.910614,10.808762,22.527046,0
-11.372496,22.982851,8.514966,7
-7.0253468,-20.052534,9.641123,4
-0.71769774,31.439877,-13.46422,4
-8.744322,-23.602764,34.39858,3
12.503481,26.471102,1.1254169,4
-0.16819797,-30.635612,24.928087,4
13.326343,10.6723,5.5751724,6
10.975978,-3.5957246,11.351823,9
-27.454927,16.970549,-18.900055,3
-22.179344,13.702351,-15.747774,3
3.5855083,15.761825,-8.552341,4
-13.029346,-0.52160525,-26.90582,1
15.358549,19.910524,-20.749857,0
19.702944,18.954306,9.455089,6
28.442816,0.40464908,14.84383,8
-1.6287456,-17.622196,2.3395853,8
28.867657,14.167659,-32.836956,3
27.302162,14.253306,8.779534,7
3.7350547,-5.1929092,33.05884,3
4.552219,-30.961823,14.342686,0
-11.918502,3.3316555,-27.05659,4
-18.00282,-28.987528,-26.27146,8
17.265291,10.030115,5.363967,3
-8.658402,-1.9561397,31.125751,4
-1.4381644,-14.418118,23.645971,7
-22.96332,2.8854573,-4.4220967,4
-4.8393803,-38.44942,-12.717591,3
13.081829,23.03483,-9.571838,9
-11.402967,-12.029837,2.765194,2
7.677657,14.62599,27.709951,3
3.705693,-23.72458,-25.990574,9
-9.932338,9.034529,8.604266,0
11.875626,-28.725674,27.444197,0
-15.49267,6.613527,7.2528114,1
24.958872,-3.450649,13.792347,3
-0.87633234,-9.379228,17.353615,6
-11.118781,-19.582466,-31.605776,0
13.839688,16.975018,23.541195,4
-12.165301,32.867718,-5.639877,8
-29.559399,-12.221903,11.8180275,1
-7.230865,-22.001707,-6.5457873,9
14.184044,-25.24991,-1.3279277,6
-27.759455,11.154159,-0.5152338,8
13.312123,3.5368807,15.503386,8
-16.167702,-7.153616,9.143126,4
0.8124125,23.130936,16.697882,8
31.433882,10.759358,-6.7880383,5
-4.0193686,-26.404158,28.395775,4
-5.2175264,-0.25690338,-31.99036,1
10.3614,-19.987259,-5.3670707,1
7.280157,26.020546,-3.7978098,4
18.689745,-22.49014,18.221172,0
-8.69748,-3.2398028,-0.4262198,0
-8.262869,-11.555636,3.1890762,2
5.461472,26.614508,-19.814936,2
-1.7030604,12.215788,16.48234,2
31.133657,1.3637823,17.04072,7
-19.19538,-28.151186,11.040221,2
-6.555445,29.19062,10.127276,0
-0.054619007,-12.603242,-34.64647,3
8.805234,-0.3628238,-11.803962,4
-36.124527,0.50673777,1.8780667,6
5.83389,-43.04815,4.6276507,4
-30.06435,10.500249,-8.333727,6
-16.059258,7.627997,13.319636,1
-0.20255792,34.1703,-15.753038,0
-35.571785,-11.39795,-2.0261402,5
-13.408781,27.374096,-16.66744,3
11.441513,12.306957,-11.097211,0
-19.922787,16.362957,-13.983018,3
9.904901,-1.7312894,-24.19303,7
-6.9768486,7.1860785,2.1941054,8
-29.862848,12.592934,-11.895535,0
2.5170124,-16.460037,15.0266075,5
-8.256169,-15.963366,20.748629,4
-7.5404077,-38.273533,16.868834,5
-0.99692583,22.286676,39.712635,7
10.616872,-1.2063086,3.35539,3
26.48827,-8.765677,9.659948,8
-5.9090996,-2.4161,-35.46501,4
-33.238815,5.492431,15.771566,5
2.030633,-10.038097,19.821789,6
1.8897891,-5.299796,-29.494144,3
25.539938,17.674961,-6.842258,1
22.137667,-4.5953827,3.5999553,5
27.983612,-12.1432295,9.316528,1
21.802397,-10.720047,8.5190325,3
-10.09603,-28.51717,15.465621,2
12.493733,-12.810477,6.811354,2
2.6436625,26.655268,-14.962581,7
9.188212,15.949357,-23.940928,3
-4.4128456,-36.273388,16.994398,7
11.832135,-20.722654,0.6015845,1
16.223238,1.932093,-6.056252,3
-14.4619875,12.440509,8.107072,9
0.36593884,2.7438092,35.38422,5
-12.674464,2.1024935,-16.488012,9
-11.312675,4.2046013,5.0702534,1
18.302858,1.8624797,22.709576,7
33.129875,-5.2617397,-11.313196,9
-7.7418833,-27.301449,-12.734825,2
-18.675264,25.815475,-10.923908,4
16.291935,-14.738822,-1.4416373,1
-10.4029665,-31.249748,18.676033,7
4.0878167,-35.850662,20.069025,7
5.3708715,16.363401,7.0279717,3
-10.375853,16.434961,-9.179811,8
-9.303786,-8.699302,23.001568,4
12.023287,-3.3276713,26.885637,8
11.285248,-13.862219,-10.816319,5
-21.62442,7.6903963,4.232448,8
-23.455114,2.884049,-13.641709,9
11.734437,-0.09968066,-29.837914,8
-19.671173,11.827541,14.566268,6
8.030488,23.194935,18.76256,5
6.9864373,-12.395455,41.939106,2
21.795456,20.69338,-25.777853,4
11.759174,-12.29935,19.457996,8
17.698471,-15.983227,25.750206,6
-22.13701,-7.60133,26.212849,2
-8.419712,22.74938,29.973621,8
-6.21469,28.239035,-8.035304,3
-10.795667,-1.4764441,-17.370169,1
7.39996,-5.242296,13.343078,8
-6.211232,23.392002,14.714796,3
17.352072,18.340824,-30.831923,0
-8.666882,-23.917562,31.3183,8
35.192978,28.50448,-9.190471,1
9.999402,12.047782,8.678517,1
9.919416,-5.694203,10.059458,9
-31.26117,12.111806,9.702473,5
-14.84332,-1.1930815,32.89659,5
-26.057627,-1.9880061,15.836952,5
0.009040415,-10.352142,28.360909,9
14.554308,20.502241,6.532136,0
-3.472996,2.745405,-5.5340996,3
14.353222,-17.504257,26.896975,0
-6.5502977,-2.5373325,1.7551453,4
33.235657,-7.2279153,13.658627,8
23.545935,-3.9260979,-10.296857,8
21.317709,18.21704,-10.970784,0
22.645023,-11.593593,-6.0627756,2
-2.5245688,-8.073425,14.53863,6
28.56401,-23.565239,-3.891437,4
-4.8480787,13.853948,-25.61544,2
-4.9379134,-9.689073,-11.14512,8
-15.197609,0.019190885,-30.278244,3
-23.72336,-1.3908787,-21.435825,4
-14.957073,-26.774202,13.160926,1
8.48427,-27.456364,-6.13343,2
-17.34168,-6.6763215,-3.6482275,9
-14.777851,18.996506,-9.076925,5
18.34812,-3.7900307,-3.235106,0
9.478523,-33.017284,-9.3918295,0
-8.113458,1.7825075,12.837099,6
-4.3191905,12.401479,-34.50806,1
14.2965765,-6.618501,10.28942,0
17.154465,22.409698,-26.612188,7
-3.7053545,-21.043802,-16.537258,2
33.702095,-4.0291705,-15.84053,5
17.213552,-5.744267,18.954996,1
-13.299801,0.68138367,4.8800187,1
-24.190002,-1.9240026,-6.8512473,5
6.8830223,-20.297434,-7.092716,0
-0.99692583,22.286676,39.712635,7
-23.31464,22.289553,-14.417594,0
-7.6349096,13.581369,-38.043747,9
-19.49886,16.835915,-5.8550425,3
-15.024053,29.352522,-6.011716,3
-30.959183,7.0660677,16.512522,3
-8.51827,-8.847644,36.020786,5
